"item","group1","group2","vars","n","mean","sd"
"fBodyGyro-meanFreq()-X7","303","STANDING","2",38,31,-0.072157533032258,0.271011359988671
"fBodyGyro-meanFreq()-X8","304","WALKING","2",38,21,-0.062378226366667,0.101847155159654
"fBodyGyro-meanFreq()-Y1","305","LAYING","1",39,27,-0.097241276855556,0.222798114016632
"fBodyGyro-meanFreq()-Y2","306","SITTING","1",39,24,-0.018224792208333,0.335686727932287
"fBodyGyro-meanFreq()-Y3","307","STANDING","1",39,27,-0.062804889296296,0.180117896052393
"fBodyGyro-meanFreq()-Y4","308","WALKING","1",39,22,-0.085060726090909,0.123822240917114
"fBodyGyro-meanFreq()-Y5","309","LAYING","2",39,24,0.040743847066667,0.271190109369324
"fBodyGyro-meanFreq()-Y6","310","SITTING","2",39,24,-0.298561762166667,0.198137540285722
"fBodyGyro-meanFreq()-Y7","311","STANDING","2",39,31,-0.156259218612903,0.212678308635344
"fBodyGyro-meanFreq()-Y8","312","WALKING","2",39,21,-0.204775728571429,0.124926871831363
"fBodyGyro-meanFreq()-Z1","313","LAYING","1",40,27,-0.007694463740741,0.314609817872767
"fBodyGyro-meanFreq()-Z2","314","SITTING","1",40,24,-0.075002763,0.256167885851339
"fBodyGyro-meanFreq()-Z3","315","STANDING","1",40,27,0.133563534111111,0.227172957314783
"fBodyGyro-meanFreq()-Z4","316","WALKING","1",40,22,0.085890499740909,0.117117857503938
"fBodyGyro-meanFreq()-Z5","317","LAYING","2",40,24,0.0312002129875,0.280540753031173
"fBodyGyro-meanFreq()-Z6","318","SITTING","2",40,24,-0.050778845841667,0.227302542221896
"fBodyGyro-meanFreq()-Z7","319","STANDING","2",40,31,-0.019974006807097,0.216452206409819
"fBodyGyro-meanFreq()-Z8","320","WALKING","2",40,21,0.06577323737619,0.080493108096803
"fBodyAccMag-mean()1","321","LAYING","1",41,27,-0.821926310555556,0.269842974444358
"fBodyAccMag-mean()2","322","SITTING","1",41,24,-0.920519932083333,0.14999721033607
"fBodyAccMag-mean()3","323","STANDING","1",41,27,-0.987087507777778,0.019108646880828
"fBodyAccMag-mean()4","324","WALKING","1",41,22,-0.133358790045455,0.057989432391364
"fBodyAccMag-mean()5","325","LAYING","2",41,24,-0.97655924375,0.039557509874002
"fBodyAccMag-mean()6","326","SITTING","2",41,24,-0.976695206666667,0.030918602792422
"fBodyAccMag-mean()7","327","STANDING","2",41,31,-0.959868520322581,0.048983922709799
"fBodyAccMag-mean()8","328","WALKING","2",41,21,-0.370777005714286,0.052326948498269
"fBodyAccMag-meanFreq()1","329","LAYING","1",42,27,0.12829524337037,0.503407078107795
"fBodyAccMag-meanFreq()2","330","SITTING","1",42,24,0.112038280791667,0.331738382743873
"fBodyAccMag-meanFreq()3","331","STANDING","1",42,27,0.336486104444444,0.303790623727628
"fBodyAccMag-meanFreq()4","332","WALKING","1",42,22,0.160433538409091,0.072483787834498
"fBodyAccMag-meanFreq()5","333","LAYING","2",42,24,0.097430594541667,0.290557935703452
"fBodyAccMag-meanFreq()6","334","SITTING","2",42,24,0.109164312845833,0.251579312156401
"fBodyAccMag-meanFreq()7","335","STANDING","2",42,31,0.111046754470968,0.250859169174902
"fBodyAccMag-meanFreq()8","336","WALKING","2",42,21,0.331813671428571,0.086104483982347
"fBodyBodyAccJerkMag-mean()1","337","LAYING","1",43,27,-0.904808807037037,0.179596833538311
"fBodyBodyAccJerkMag-mean()2","338","SITTING","1",43,24,-0.978684778333333,0.041538334380369
"fBodyBodyAccJerkMag-mean()3","339","STANDING","1",43,27,-0.993310037777778,0.004111471747399
"fBodyBodyAccJerkMag-mean()4","340","WALKING","1",43,22,-0.115251593318182,0.051682639509785
"fBodyBodyAccJerkMag-mean()5","341","LAYING","2",43,24,-0.9890871875,0.016122718452016
"fBodyBodyAccJerkMag-mean()6","342","SITTING","2",43,24,-0.987653853333333,0.010757971420119
"fBodyBodyAccJerkMag-mean()7","343","STANDING","2",43,31,-0.972300390322581,0.0330635383119
"fBodyBodyAccJerkMag-mean()8","344","WALKING","2",43,21,-0.25419970952381,0.066574503615395
"fBodyBodyAccJerkMag-meanFreq()1","345","LAYING","1",44,27,0.207146558333333,0.343321144865613
"fBodyBodyAccJerkMag-meanFreq()2","346","SITTING","1",44,24,0.353257392916667,0.247628191945577
"fBodyBodyAccJerkMag-meanFreq()3","347","STANDING","1",44,27,0.444673272962963,0.152493141998095
"fBodyBodyAccJerkMag-meanFreq()4","348","WALKING","1",44,22,0.120645238372727,0.136894516342718
"fBodyBodyAccJerkMag-meanFreq()5","349","LAYING","2",44,24,0.4485794675,0.205705243120702
"fBodyBodyAccJerkMag-meanFreq()6","350","SITTING","2",44,24,0.337052518083333,0.176179626381109
"fBodyBodyAccJerkMag-meanFreq()7","351","STANDING","2",44,31,0.223419683606452,0.26454047961857
"fBodyBodyAccJerkMag-meanFreq()8","352","WALKING","2",44,21,0.128601807642857,0.089751917034997
"fBodyBodyGyroMag-mean()1","353","LAYING","1",45,27,-0.825133339259259,0.29629720449832
"fBodyBodyGyroMag-mean()2","354","SITTING","1",45,24,-0.941743819583333,0.104879443491332
"fBodyBodyGyroMag-mean()3","355","STANDING","1",45,27,-0.988262747037037,0.017721820261697
"fBodyBodyGyroMag-mean()4","356","WALKING","1",45,22,-0.216839292531818,0.094714367628844
"fBodyBodyGyroMag-mean()5","357","LAYING","2",45,24,-0.97255435,0.043139795910591
"fBodyBodyGyroMag-mean()6","358","SITTING","2",45,24,-0.974348237916667,0.031554151850874
"fBodyBodyGyroMag-mean()7","359","STANDING","2",45,31,-0.953363688709677,0.066754090984531
"fBodyBodyGyroMag-mean()8","360","WALKING","2",45,21,-0.57469939047619,0.04445105803334
"fBodyBodyGyroMag-meanFreq()1","361","LAYING","1",46,27,-0.112783828555556,0.320195784268326
"fBodyBodyGyroMag-meanFreq()2","362","SITTING","1",46,24,-0.0701013476125,0.296089359700979
"fBodyBodyGyroMag-meanFreq()3","363","STANDING","1",46,27,-0.002589107814815,0.239596574756548
"fBodyBodyGyroMag-meanFreq()4","364","WALKING","1",46,22,0.269330995361818,0.124455715359742
"fBodyBodyGyroMag-meanFreq()5","365","LAYING","2",46,24,0.007524492666667,0.253634069494033
"fBodyBodyGyroMag-meanFreq()6","366","SITTING","2",46,24,-0.152618926625,0.142639111493135
"fBodyBodyGyroMag-meanFreq()7","367","STANDING","2",46,31,-0.028858544580645,0.226452524303193
"fBodyBodyGyroMag-meanFreq()8","368","WALKING","2",46,21,0.160294445952381,0.124592996412145
"fBodyBodyGyroJerkMag-mean()1","369","LAYING","1",47,27,-0.9314262,0.120633175658756
"fBodyBodyGyroJerkMag-mean()2","370","SITTING","1",47,24,-0.983589625,0.036017097182079
"fBodyBodyGyroJerkMag-mean()3","371","STANDING","1",47,27,-0.996443941111111,0.002707076783314
"fBodyBodyGyroJerkMag-mean()4","372","WALKING","1",47,22,-0.348696425909091,0.093352820058185
"fBodyBodyGyroJerkMag-mean()5","373","LAYING","2",47,24,-0.991886841666667,0.012750544293982
"fBodyBodyGyroJerkMag-mean()6","374","SITTING","2",47,24,-0.9923368375,0.005320806613708
"fBodyBodyGyroJerkMag-mean()7","375","STANDING","2",47,31,-0.971305804193548,0.046784980714214
"fBodyBodyGyroJerkMag-mean()8","376","WALKING","2",47,21,-0.68176485,0.026254208710144
"fBodyBodyGyroJerkMag-meanFreq()1","377","LAYING","1",48,27,0.166102934888889,0.476781259064373
"fBodyBodyGyroJerkMag-meanFreq()2","378","SITTING","1",48,24,0.208300120375,0.278284174689534
"fBodyBodyGyroJerkMag-meanFreq()3","379","STANDING","1",48,27,0.400915660592593,0.246199611847738
"fBodyBodyGyroJerkMag-meanFreq()4","380","WALKING","1",48,22,0.182155683045455,0.137758073952082
"fBodyBodyGyroJerkMag-meanFreq()5","381","LAYING","2",48,24,0.279495076916667,0.230385133547479
"fBodyBodyGyroJerkMag-meanFreq()6","382","SITTING","2",48,24,0.217095381158333,0.19322548005637
"fBodyBodyGyroJerkMag-meanFreq()7","383","STANDING","2",48,31,0.185602649193548,0.265607466547386
"fBodyBodyGyroJerkMag-meanFreq()8","384","WALKING","2",48,21,0.129365353596667,0.157619717190376
"tBodyAcc-std()-X1","385","LAYING","1",49,27,-0.902318451481482,0.146927027704322
"tBodyAcc-std()-X2","386","SITTING","1",49,24,-0.962643215416667,0.068688748515872
"tBodyAcc-std()-X3","387","STANDING","1",49,27,-0.997061127037037,0.002093954716122
"tBodyAcc-std()-X4","388","WALKING","1",49,22,-0.242035704090909,0.058345950150639
"tBodyAcc-std()-X5","389","LAYING","2",49,24,-0.96954917875,0.034125639255964
"tBodyAcc-std()-X6","390","SITTING","2",49,24,-0.9928799225,0.009342486164375
"tBodyAcc-std()-X7","391","STANDING","2",49,31,-0.984715008387097,0.017913104630899
"tBodyAcc-std()-X8","392","WALKING","2",49,21,-0.440710839047619,0.041483991233487
"tBodyAcc-std()-Y1","393","LAYING","1",50,27,-0.739425180777778,0.421392182716405
"tBodyAcc-std()-Y2","394","SITTING","1",50,24,-0.88812125375,0.192656557799419
"tBodyAcc-std()-Y3","395","STANDING","1",50,27,-0.97623285037037,0.033227944218429
"tBodyAcc-std()-Y4","396","WALKING","1",50,22,0.088444295863636,0.084942183386734
"tBodyAcc-std()-Y5","397","LAYING","2",50,24,-0.9830720775,0.023415069828975
"tBodyAcc-std()-Y6","398","SITTING","2",50,24,-0.960109710416667,0.039957512016936
"tBodyAcc-std()-Y7","399","STANDING","2",50,31,-0.951471437741935,0.042351669206374
"tBodyAcc-std()-Y8","400","WALKING","2",50,21,-0.130640672095238,0.063806182266989
"tBodyAcc-std()-Z1","401","LAYING","1",51,27,-0.818763185718518,0.299172386364632
"tBodyAcc-std()-Z2","402","SITTING","1",51,24,-0.9066694775,0.180447567452882
"tBodyAcc-std()-Z3","403","STANDING","1",51,27,-0.983055326296296,0.023143556561048
"tBodyAcc-std()-Z4","404","WALKING","1",51,22,-0.198017006818182,0.045970640793332
"tBodyAcc-std()-Z5","405","LAYING","2",51,24,-0.985362037083333,0.016684674275021
"tBodyAcc-std()-Z6","406","SITTING","2",51,24,-0.9709516425,0.041587201056595
"tBodyAcc-std()-Z7","407","STANDING","2",51,31,-0.947482124193548,0.068028259694104
"tBodyAcc-std()-Z8","408","WALKING","2",51,21,-0.410748628571429,0.042242862731755
"tGravityAcc-std()-X1","409","LAYING","1",52,27,-0.859542602222222,0.230039670586086
"tGravityAcc-std()-X2","410","SITTING","1",52,24,-0.952580979583333,0.093126682875935
"tGravityAcc-std()-X3","411","STANDING","1",52,27,-0.996553924814815,0.007035241620381
"tGravityAcc-std()-X4","412","WALKING","1",52,22,-0.980342683636364,0.0091763961775
"tGravityAcc-std()-X5","413","LAYING","2",52,24,-0.9532541525,0.073042583062696
"tGravityAcc-std()-X6","414","SITTING","2",52,24,-0.992824560416667,0.016974263725315
"tGravityAcc-std()-X7","415","STANDING","2",52,31,-0.985805229032258,0.025651760614034
"tGravityAcc-std()-X8","416","WALKING","2",52,21,-0.969451279047619,0.016217493209339
"tGravityAcc-std()-Y1","417","LAYING","1",53,27,-0.849709855851852,0.294043035564653
"tGravityAcc-std()-Y2","418","SITTING","1",53,24,-0.908233214166667,0.174900351421005
"tGravityAcc-std()-Y3","419","STANDING","1",53,27,-0.982580801481482,0.034196321496273
"tGravityAcc-std()-Y4","420","WALKING","1",53,22,-0.969937905,0.020064743097252
"tGravityAcc-std()-Y5","421","LAYING","2",53,24,-0.98956311625,0.019818578161861
"tGravityAcc-std()-Y6","422","SITTING","2",53,24,-0.972344267916667,0.03706005849933
"tGravityAcc-std()-Y7","423","STANDING","2",53,31,-0.972370179677419,0.026343289067463
"tGravityAcc-std()-Y8","424","WALKING","2",53,21,-0.971641707619048,0.017373762672506
"tGravityAcc-std()-Z1","425","LAYING","1",54,27,-0.870218523703704,0.221175813394316
"tGravityAcc-std()-Z2","426","SITTING","1",54,24,-0.933733500416667,0.147462220139083
"tGravityAcc-std()-Z3","427","STANDING","1",54,27,-0.978584582962963,0.033662677655557
"tGravityAcc-std()-Z4","428","WALKING","1",54,22,-0.946325994545454,0.040111920425515
"tGravityAcc-std()-Z5","429","LAYING","2",54,24,-0.984964234583333,0.020567083974487
"tGravityAcc-std()-Z6","430","SITTING","2",54,24,-0.973388736666667,0.050823378921805
"tGravityAcc-std()-Z7","431","STANDING","2",54,31,-0.951845933548387,0.081571113856592
"tGravityAcc-std()-Z8","432","WALKING","2",54,21,-0.97171862,0.00982594742957
"tBodyAccJerk-std()-X1","433","LAYING","1",55,27,-0.943428548148148,0.092565699491824
"tBodyAccJerk-std()-X2","434","SITTING","1",55,24,-0.97945261125,0.036706345122622
"tBodyAccJerk-std()-X3","435","STANDING","1",55,27,-0.995129288888889,0.002219278081996
"tBodyAccJerk-std()-X4","436","WALKING","1",55,22,-0.125159179054545,0.081346097476596
"tBodyAccJerk-std()-X5","437","LAYING","2",55,24,-0.98768855375,0.01581877623209
"tBodyAccJerk-std()-X6","438","SITTING","2",55,24,-0.989442097916667,0.009897520334675
"tBodyAccJerk-std()-X7","439","STANDING","2",55,31,-0.97609775516129,0.030149402325369
"tBodyAccJerk-std()-X8","440","WALKING","2",55,21,-0.321726637142857,0.065074738250965
"tBodyAccJerk-std()-Y1","441","LAYING","1",56,27,-0.887926314814815,0.205583106093792
"tBodyAccJerk-std()-Y2","442","SITTING","1",56,24,-0.974626075,0.041204420007311
"tBodyAccJerk-std()-Y3","443","STANDING","1",56,27,-0.986533292962963,0.006085836243056
"tBodyAccJerk-std()-Y4","444","WALKING","1",56,22,0.021747748286364,0.084960162619136
"tBodyAccJerk-std()-Y5","445","LAYING","2",56,24,-0.986725717083333,0.011287453246324
"tBodyAccJerk-std()-Y6","446","SITTING","2",56,24,-0.981639571666667,0.011451313497998
"tBodyAccJerk-std()-Y7","447","STANDING","2",56,31,-0.966890562580645,0.031415702471143
"tBodyAccJerk-std()-Y8","448","WALKING","2",56,21,-0.109682468519048,0.118888795997688
"tBodyAccJerk-std()-Z1","449","LAYING","1",57,27,-0.941552750740741,0.104984751672988
"tBodyAccJerk-std()-Z2","450","SITTING","1",57,24,-0.984660024583333,0.026444456448062
"tBodyAccJerk-std()-Z3","451","STANDING","1",57,27,-0.992391608148148,0.002696456433485
"tBodyAccJerk-std()-Z4","452","WALKING","1",57,22,-0.511819272272727,0.045427308789892
"tBodyAccJerk-std()-Z5","453","LAYING","2",57,24,-0.990162804583333,0.005752257809917
"tBodyAccJerk-std()-Z6","454","SITTING","2",57,24,-0.98962200125,0.005940242638488
"tBodyAccJerk-std()-Z7","455","STANDING","2",57,31,-0.980185934193548,0.017777454140091
"tBodyAccJerk-std()-Z8","456","WALKING","2",57,21,-0.607325495238095,0.036957526234945
"tBodyGyro-std()-X1","457","LAYING","1",58,27,-0.842038735962963,0.273224587586864
"tBodyGyro-std()-X2","458","SITTING","1",58,24,-0.964765393333333,0.076307927262257
"tBodyGyro-std()-X3","459","STANDING","1",58,27,-0.990327679259259,0.006140195432381
"tBodyGyro-std()-X4","460","WALKING","1",58,22,-0.452007522727273,0.051437339081119
"tBodyGyro-std()-X5","461","LAYING","2",58,24,-0.9862545025,0.023052352681466
"tBodyGyro-std()-X6","462","SITTING","2",58,24,-0.986682664166667,0.017624135307017
"tBodyGyro-std()-X7","463","STANDING","2",58,31,-0.970463565483871,0.034177118602733
"tBodyGyro-std()-X8","464","WALKING","2",58,21,-0.588722157142857,0.036110467570013
"tBodyGyro-std()-Y1","465","LAYING","1",59,27,-0.933261217777778,0.102102441607532
"tBodyGyro-std()-Y2","466","SITTING","1",59,24,-0.944106392916667,0.140022170507358
"tBodyGyro-std()-Y3","467","STANDING","1",59,27,-0.990110644444444,0.012124975301594
"tBodyGyro-std()-Y4","468","WALKING","1",59,22,-0.028812068227273,0.071811587646759
"tBodyGyro-std()-Y5","469","LAYING","2",59,24,-0.98276915375,0.018364971861173
"tBodyGyro-std()-Y6","470","SITTING","2",59,24,-0.981250972916667,0.013030900019315
"tBodyGyro-std()-Y7","471","STANDING","2",59,31,-0.964885651935484,0.044913049266634
"tBodyGyro-std()-Y8","472","WALKING","2",59,21,-0.54627347047619,0.022320960985072
"tBodyGyro-std()-Z1","473","LAYING","1",60,27,-0.892736518888889,0.145425857894967
"tBodyGyro-std()-Z2","474","SITTING","1",60,24,-0.917622620833333,0.134458992157945
"tBodyGyro-std()-Z3","475","STANDING","1",60,27,-0.98463464,0.019364782457367
"tBodyGyro-std()-Z4","476","WALKING","1",60,22,-0.326598005909091,0.052943016139954
"tBodyGyro-std()-Z5","477","LAYING","2",60,24,-0.962745939166667,0.04564906926008
"tBodyGyro-std()-Z6","478","SITTING","2",60,24,-0.961640081666667,0.038138299960798
"tBodyGyro-std()-Z7","479","STANDING","2",60,31,-0.956456928387097,0.058749861491196
"tBodyGyro-std()-Z8","480","WALKING","2",60,21,-0.504121363333333,0.043233907449741
"tBodyGyroJerk-std()-X1","481","LAYING","1",61,27,-0.90037863962963,0.185137947258854
"tBodyGyroJerk-std()-X2","482","SITTING","1",61,24,-0.98679712125,0.030721432796547
"tBodyGyroJerk-std()-X3","483","STANDING","1",61,27,-0.993295915925926,0.004083882696542
"tBodyGyroJerk-std()-X4","484","WALKING","1",61,22,-0.221447261363636,0.063693789961522
"tBodyGyroJerk-std()-X5","485","LAYING","2",61,24,-0.993499658333333,0.008288935319318
"tBodyGyroJerk-std()-X6","486","SITTING","2",61,24,-0.9914135475,0.00661796289593
"tBodyGyroJerk-std()-X7","487","STANDING","2",61,31,-0.97699668516129,0.025143627593612
"tBodyGyroJerk-std()-X8","488","WALKING","2",61,21,-0.496853121428571,0.048259808375285
"tBodyGyroJerk-std()-Y1","489","LAYING","1",62,27,-0.957112130740741,0.074277426986964
"tBodyGyroJerk-std()-Y2","490","SITTING","1",62,24,-0.983712095416667,0.033575417753314
"tBodyGyroJerk-std()-Y3","491","STANDING","1",62,27,-0.996790763703704,0.001916132213927
"tBodyGyroJerk-std()-Y4","492","WALKING","1",62,22,-0.341580135909091,0.092069608244574
"tBodyGyroJerk-std()-Y5","493","LAYING","2",62,24,-0.991097830416667,0.011676950648775
"tBodyGyroJerk-std()-Y6","494","SITTING","2",62,24,-0.992735294166667,0.004985770498918
"tBodyGyroJerk-std()-Y7","495","STANDING","2",62,31,-0.979214812258064,0.028488812898527
"tBodyGyroJerk-std()-Y8","496","WALKING","2",62,21,-0.728146468571429,0.027548055018887
"tBodyGyroJerk-std()-Z1","497","LAYING","1",63,27,-0.951470245185185,0.082730110459134
"tBodyGyroJerk-std()-Z2","498","SITTING","1",63,24,-0.981256862916667,0.040648591239629
"tBodyGyroJerk-std()-Z3","499","STANDING","1",63,27,-0.993676201481482,0.003361165791421
"tBodyGyroJerk-std()-Z4","500","WALKING","1",63,22,-0.377740476818182,0.06313451432581
"tBodyGyroJerk-std()-Z5","501","LAYING","2",63,24,-0.986687465416667,0.01852696331459
"tBodyGyroJerk-std()-Z6","502","SITTING","2",63,24,-0.985906014166667,0.007849112636931
"tBodyGyroJerk-std()-Z7","503","STANDING","2",63,31,-0.964915771935484,0.062268232067294
"tBodyGyroJerk-std()-Z8","504","WALKING","2",63,21,-0.536415832857143,0.046061035758854
"tBodyAccMag-std()1","505","LAYING","1",64,27,-0.74376156562963,0.403476767401752
"tBodyAccMag-std()2","506","SITTING","1",64,24,-0.885613973333333,0.222488256295285
"tBodyAccMag-std()3","507","STANDING","1",64,27,-0.984119294444444,0.03066189543799
"tBodyAccMag-std()4","508","WALKING","1",64,22,-0.224473265454545,0.038139539452048
"tBodyAccMag-std()5","509","LAYING","2",64,24,-0.972064024583333,0.041381402120389
"tBodyAccMag-std()6","510","SITTING","2",64,24,-0.971756126666667,0.03544072256578
"tBodyAccMag-std()7","511","STANDING","2",64,31,-0.954170268064516,0.06235594931795
"tBodyAccMag-std()8","512","WALKING","2",64,21,-0.457522418571429,0.03258861606629
"tGravityAccMag-std()1","513","LAYING","1",65,27,-0.74376156562963,0.403476767401752
"tGravityAccMag-std()2","514","SITTING","1",65,24,-0.885613973333333,0.222488256295285
"tGravityAccMag-std()3","515","STANDING","1",65,27,-0.984119294444444,0.03066189543799
"tGravityAccMag-std()4","516","WALKING","1",65,22,-0.224473265454545,0.038139539452048
"tGravityAccMag-std()5","517","LAYING","2",65,24,-0.972064024583333,0.041381402120389
"tGravityAccMag-std()6","518","SITTING","2",65,24,-0.971756126666667,0.03544072256578
"tGravityAccMag-std()7","519","STANDING","2",65,31,-0.954170268064516,0.06235594931795
"tGravityAccMag-std()8","520","WALKING","2",65,21,-0.457522418571429,0.03258861606629
"tBodyAccJerkMag-std()1","521","LAYING","1",66,27,-0.896528857407407,0.191889324932676
"tBodyAccJerkMag-std()2","522","SITTING","1",66,24,-0.976134705,0.049274007877708
"tBodyAccJerkMag-std()3","523","STANDING","1",66,27,-0.99390112962963,0.003806418252526
"tBodyAccJerkMag-std()4","524","WALKING","1",66,22,-0.145957253181818,0.056153521463786
"tBodyAccJerkMag-std()5","525","LAYING","2",66,24,-0.989169541666667,0.018827359944544
"tBodyAccJerkMag-std()6","526","SITTING","2",66,24,-0.98844665625,0.010502420078222
"tBodyAccJerkMag-std()7","527","STANDING","2",66,31,-0.971072771290322,0.035937467522561
"tBodyAccJerkMag-std()8","528","WALKING","2",66,21,-0.254081927142857,0.067990388868027
"tBodyGyroMag-std()1","529","LAYING","1",67,27,-0.772524631851852,0.371945585318913
"tBodyGyroMag-std()2","530","SITTING","1",67,24,-0.904406760833333,0.190778047935346
"tBodyGyroMag-std()3","531","STANDING","1",67,27,-0.983671621851852,0.025248399630767
"tBodyGyroMag-std()4","532","WALKING","1",67,22,-0.197051328409091,0.069991056440234
"tBodyGyroMag-std()5","533","LAYING","2",67,24,-0.96266577375,0.058967807779606
"tBodyGyroMag-std()6","534","SITTING","2",67,24,-0.964744647916667,0.046359265136935
"tBodyGyroMag-std()7","535","STANDING","2",67,31,-0.945724511290322,0.077378379078074
"tBodyGyroMag-std()8","536","WALKING","2",67,21,-0.576176503809524,0.04267319204372
"tBodyGyroJerkMag-std()1","537","LAYING","1",68,27,-0.920242275925926,0.1414654465554
"tBodyGyroJerkMag-std()2","538","SITTING","1",68,24,-0.980951913333333,0.044206253898911
"tBodyGyroJerkMag-std()3","539","STANDING","1",68,27,-0.996466964814815,0.002957632668202
"tBodyGyroJerkMag-std()4","540","WALKING","1",68,22,-0.358904090454545,0.08483400544768
"tBodyGyroJerkMag-std()5","541","LAYING","2",68,24,-0.990988945,0.017055612734666
"tBodyGyroJerkMag-std()6","542","SITTING","2",68,24,-0.992233004583333,0.005722359328109
"tBodyGyroJerkMag-std()7","543","STANDING","2",68,31,-0.970700846774194,0.046347016467614
"tBodyGyroJerkMag-std()8","544","WALKING","2",68,21,-0.679767996666667,0.038852129708141
"fBodyAcc-std()-X1","545","LAYING","1",69,27,-0.898311722592593,0.154559196089942
"fBodyAcc-std()-X2","546","SITTING","1",69,24,-0.960940259583333,0.072652346712164
"fBodyAcc-std()-X3","547","STANDING","1",69,27,-0.997388555555556,0.002144578682821
"fBodyAcc-std()-X4","548","WALKING","1",69,22,-0.263423485909091,0.072654438513077
"fBodyAcc-std()-X5","549","LAYING","2",69,24,-0.967341212083333,0.035773597776971
"fBodyAcc-std()-X6","550","SITTING","2",69,24,-0.993512906666667,0.009191926712803
"fBodyAcc-std()-X7","551","STANDING","2",69,31,-0.987076361290323,0.015749793988403
"fBodyAcc-std()-X8","552","WALKING","2",69,21,-0.471882087619048,0.043237816554157
"fBodyAcc-std()-Y1","553","LAYING","1",70,27,-0.732141500185185,0.433716874093213
"fBodyAcc-std()-Y2","554","SITTING","1",70,24,-0.880299394583333,0.206325530219782
"fBodyAcc-std()-Y3","555","STANDING","1",70,27,-0.975604791481482,0.036642673624241
"fBodyAcc-std()-Y4","556","WALKING","1",70,22,0.037206017885455,0.087804941429945
"fBodyAcc-std()-Y5","557","LAYING","2",70,24,-0.983046614583333,0.02484628061324
"fBodyAcc-std()-Y6","558","SITTING","2",70,24,-0.958593199166667,0.04165575076315
"fBodyAcc-std()-Y7","559","STANDING","2",70,31,-0.95246208,0.041433298503113
"fBodyAcc-std()-Y8","560","WALKING","2",70,21,-0.215112575333333,0.057150245214506
"fBodyAcc-std()-Z1","561","LAYING","1",71,27,-0.809383732259259,0.316710565386543
"fBodyAcc-std()-Z2","562","SITTING","1",71,24,-0.898307582916667,0.195262040876021
"fBodyAcc-std()-Z3","563","STANDING","1",71,27,-0.981840946666667,0.026566378042354
"fBodyAcc-std()-Z4","564","WALKING","1",71,22,-0.215351236909091,0.054566864527834
"fBodyAcc-std()-Z5","565","LAYING","2",71,24,-0.985546123333333,0.01672605507554
"fBodyAcc-std()-Z6","566","SITTING","2",71,24,-0.968317959583333,0.045555498173774
"fBodyAcc-std()-Z7","567","STANDING","2",71,31,-0.944031145483871,0.07433289237073
"fBodyAcc-std()-Z8","568","WALKING","2",71,21,-0.433878072380952,0.04575985823921
"fBodyAccJerk-std()-X1","569","LAYING","1",72,27,-0.950282404814815,0.079931610338896
"fBodyAccJerk-std()-X2","570","SITTING","1",72,24,-0.980978372083333,0.03443649747517
"fBodyAccJerk-std()-X3","571","STANDING","1",72,27,-0.99549761037037,0.002013699923729
"fBodyAccJerk-std()-X4","572","WALKING","1",72,22,-0.133430031363636,0.09849798784056
"fBodyAccJerk-std()-X5","573","LAYING","2",72,24,-0.988936104166667,0.015401187477777
"fBodyAccJerk-std()-X6","574","SITTING","2",72,24,-0.99036430625,0.009102384150908
"fBodyAccJerk-std()-X7","575","STANDING","2",72,31,-0.978622616129032,0.027075699093796
"fBodyAccJerk-std()-X8","576","WALKING","2",72,21,-0.357743217142857,0.081059018102633
"fBodyAccJerk-std()-Y1","577","LAYING","1",73,27,-0.899657276666667,0.18193325260215
"fBodyAccJerk-std()-Y2","578","SITTING","1",73,24,-0.97581435,0.039556976226588
"fBodyAccJerk-std()-Y3","579","STANDING","1",73,27,-0.987593835555556,0.006034788210284
"fBodyAccJerk-std()-Y4","580","WALKING","1",73,22,0.059704397372727,0.095779658317606
"fBodyAccJerk-std()-Y5","581","LAYING","2",73,24,-0.988111709583333,0.009797496094746
"fBodyAccJerk-std()-Y6","582","SITTING","2",73,24,-0.984091426666667,0.009551729417298
"fBodyAccJerk-std()-Y7","583","STANDING","2",73,31,-0.969848231935484,0.028756300950566
"fBodyAccJerk-std()-Y8","584","WALKING","2",73,21,-0.124416508333333,0.132539246331416
"fBodyAccJerk-std()-Z1","585","LAYING","1",74,27,-0.948652061481482,0.093211541146006
"fBodyAccJerk-std()-Z2","586","SITTING","1",74,24,-0.984902949166667,0.025104708572483
"fBodyAccJerk-std()-Z3","587","STANDING","1",74,27,-0.99247340962963,0.002836036091293
"fBodyAccJerk-std()-Z4","588","WALKING","1",74,22,-0.559617113636364,0.053648567753481
"fBodyAccJerk-std()-Z5","589","LAYING","2",74,24,-0.99068222,0.00475614111751
"fBodyAccJerk-std()-Z6","590","SITTING","2",74,24,-0.990840117083333,0.004565322680376
"fBodyAccJerk-std()-Z7","591","STANDING","2",74,31,-0.982307433225806,0.014278357301374
"fBodyAccJerk-std()-Z8","592","WALKING","2",74,21,-0.64201649047619,0.039899501070738
"fBodyGyro-std()-X1","593","LAYING","1",75,27,-0.853464108148148,0.254540140616194
"fBodyGyro-std()-X2","594","SITTING","1",75,24,-0.965273455833333,0.077320366815508
"fBodyGyro-std()-X3","595","STANDING","1",75,27,-0.990770507407408,0.00598497557252
"fBodyGyro-std()-X4","596","WALKING","1",75,22,-0.493828374545454,0.04874192015257
"fBodyGyro-std()-X5","597","LAYING","2",75,24,-0.986903717916667,0.022052712413279
